accepted_writes,avg_convergence_time,avg_judge_latency,avg_read_latency,avg_stale_version_gap,avg_visibility_lag,avg_write_latency,cache_hit_rate,cache_hits,cache_misses,conflict_checks,contested_ratio,contested_writes,deterministic_profile,duration,fallback_count,invalidations,judge,judge_mode,judge_provider_breakdown,llm_failure_categories,max_stale_version_gap,monotonic_read_violations,num_agents,num_artifacts,operations,p95_stale_version_gap,protocol,read_latency_p50,read_latency_p95,read_latency_p99,read_your_writes_checks,read_your_writes_success_rate,read_your_writes_successes,reason_code_counts,regime,run_error,run_status,scale,seed,stale_read_rate,stale_reads,sync_requests,total_events,write_latency_p50,write_latency_p95,write_latency_p99
0,11.133333333333333,,2.1818181818181817,2.375,2.5,4.0,0.6060606060606061,20,13,9,1.0,9,strict,40,0,0,deterministic_strict,deterministic,"{""deterministic"": 9}",{},4,2,3,4,42,4.0,strong,1.0,4.0,4.0,7,0.5714285714285714,4,"{""below_admission_profile_threshold"": 9}",medium,,ok,small,17,0.24242424242424243,8,0,102,4.0,4.0,4.0
0,10.5,,2.0,1.2941176470588236,2.5,4.0,0.6666666666666666,32,16,11,1.0,11,strict,40,0,0,deterministic_strict,deterministic,"{""deterministic"": 11}",{},3,2,3,4,59,2.0,strong,1.0,4.0,4.0,7,0.2857142857142857,2,"{""below_admission_profile_threshold"": 11}",medium,,ok,small,29,0.3541666666666667,17,0,140,4.0,4.0,4.0
0,16.833333333333332,,2.369565217391304,1.3,2.5,4.0,0.5434782608695652,25,21,9,1.0,9,strict,65,0,0,deterministic_strict,deterministic,"{""deterministic"": 9}",{},2,0,5,7,55,2.0,strong,1.0,4.0,4.0,7,0.7142857142857143,5,"{""below_admission_profile_threshold"": 9}",medium,,ok,medium,7,0.21739130434782608,10,0,128,4.0,4.0,4.0
0,18.026315789473685,,2.1538461538461537,2.066666666666667,2.5,4.0,0.6153846153846154,32,20,17,1.0,17,strict,65,0,0,deterministic_strict,deterministic,"{""deterministic"": 17}",{},5,0,5,7,69,5.0,strong,1.0,4.0,4.0,14,0.6428571428571429,9,"{""below_admission_profile_threshold"": 17}",medium,,ok,medium,17,0.28846153846153844,15,0,172,4.0,4.0,4.0
0,18.863636363636363,,2.125,2.0,2.5,4.0,0.625,30,18,14,1.0,14,strict,65,0,0,deterministic_strict,deterministic,"{""deterministic"": 14}",{},5,1,5,7,62,4.0,strong,1.0,4.0,4.0,9,0.7777777777777778,7,"{""below_admission_profile_threshold"": 14}",medium,,ok,medium,29,0.3125,15,0,152,4.0,4.0,4.0
0,18.884615384615383,,2.0636363636363635,1.8545454545454545,2.5,4.0,0.6454545454545455,71,39,40,1.0,40,strict,90,0,0,deterministic_strict,deterministic,"{""deterministic"": 40}",{},5,1,8,12,150,4.0,strong,1.0,4.0,4.0,30,0.7333333333333333,22,"{""below_admission_profile_threshold"": 40}",medium,,ok,large,7,0.5,55,0,380,4.0,4.0,4.0
0,32.89449541284404,,2.2972972972972974,2.5,2.5,4.0,0.5675675675675675,42,32,33,1.0,33,strict,90,0,0,deterministic_strict,deterministic,"{""deterministic"": 33}",{},7,0,8,12,107,5.0,strong,1.0,4.0,4.0,19,0.7894736842105263,15,"{""below_admission_profile_threshold"": 33}",medium,,ok,large,17,0.4594594594594595,34,0,280,4.0,4.0,4.0
0,23.62121212121212,,2.3333333333333335,1.4411764705882353,2.5,4.0,0.5555555555555556,55,44,26,1.0,26,strict,90,0,0,deterministic_strict,deterministic,"{""deterministic"": 26}",{},4,2,8,12,125,3.0,strong,1.0,4.0,4.0,12,0.75,9,"{""below_admission_profile_threshold"": 26}",medium,,ok,large,29,0.3434343434343434,34,0,302,4.0,4.0,4.0
0,9.982142857142858,,1.7826086956521738,2.3333333333333335,2.5,4.0,0.7391304347826086,34,12,27,1.0,27,strict,40,0,0,deterministic_strict,deterministic,"{""deterministic"": 27}",{},7,3,3,4,73,4.0,strong,1.0,4.0,4.0,23,0.2608695652173913,6,"{""below_admission_profile_threshold"": 27}",high,,ok,small,7,0.32608695652173914,15,0,200,4.0,4.0,4.0
0,7.3283582089552235,,1.4191176470588236,2.689655172413793,2.5,4.0,0.8602941176470589,117,19,73,1.0,73,strict,40,0,0,deterministic_strict,deterministic,"{""deterministic"": 73}",{},8,12,3,4,209,6.0,strong,1.0,4.0,4.0,69,0.2753623188405797,19,"{""below_admission_profile_threshold"": 73}",high,,ok,small,17,0.4264705882352941,58,0,564,4.0,4.0,4.0
0,8.598837209302326,,1.5901639344262295,2.4745762711864407,2.5,4.0,0.8032786885245902,98,24,56,1.0,56,strict,40,0,0,deterministic_strict,deterministic,"{""deterministic"": 56}",{},11,7,3,4,178,5.0,strong,1.0,4.0,4.0,54,0.2222222222222222,12,"{""below_admission_profile_threshold"": 56}",high,,ok,small,29,0.48360655737704916,59,0,468,4.0,4.0,4.0
0,13.118421052631579,,1.4111675126903553,2.672268907563025,2.5,4.0,0.8629441624365483,170,27,86,1.0,86,strict,65,0,0,deterministic_strict,deterministic,"{""deterministic"": 86}",{},12,7,5,7,283,11.0,strong,1.0,4.0,4.0,74,0.3108108108108108,23,"{""below_admission_profile_threshold"": 86}",high,,ok,medium,7,0.6040609137055838,119,0,738,4.0,4.0,4.0
0,13.20253164556962,,1.5294117647058822,2.8585858585858586,2.5,4.0,0.8235294117647058,140,30,90,1.0,90,strict,65,0,0,deterministic_strict,deterministic,"{""deterministic"": 90}",{},9,5,5,7,260,7.0,strong,1.0,4.0,4.0,78,0.3974358974358974,31,"{""below_admission_profile_threshold"": 90}",high,,ok,medium,17,0.5823529411764706,99,0,700,4.0,4.0,4.0
0,15.159090909090908,,1.8695652173913044,2.46875,2.5,4.0,0.7101449275362319,49,20,49,1.0,49,strict,65,0,0,deterministic_strict,deterministic,"{""deterministic"": 49}",{},6,1,5,7,118,5.0,strong,1.0,4.0,4.0,34,0.7352941176470589,25,"{""below_admission_profile_threshold"": 49}",high,,ok,medium,29,0.463768115942029,32,0,334,4.0,4.0,4.0
0,13.319723618090451,,1.5613496932515338,3.47196261682243,2.5,4.0,0.8128834355828221,265,61,160,1.0,160,strict,90,0,0,deterministic_strict,deterministic,"{""deterministic"": 160}",{},20,14,8,12,486,8.0,strong,1.0,4.0,4.0,132,0.4090909090909091,54,"{""below_admission_profile_threshold"": 160}",high,,ok,large,7,0.656441717791411,214,0,1292,4.0,4.0,4.0
0,18.016817593790428,,1.6,2.970731707317073,2.5,4.0,0.8,252,63,170,1.0,170,strict,90,0,0,deterministic_strict,deterministic,"{""deterministic"": 170}",{},14,6,8,12,485,7.0,strong,1.0,4.0,4.0,135,0.4,54,"{""below_admission_profile_threshold"": 170}",high,,ok,large,17,0.6507936507936508,205,0,1310,4.0,4.0,4.0
0,16.793367346938776,,1.6486486486486487,3.2016806722689077,2.5,4.0,0.7837837837837838,174,48,117,1.0,117,strict,90,0,0,deterministic_strict,deterministic,"{""deterministic"": 117}",{},18,3,8,12,339,7.0,strong,1.0,4.0,4.0,86,0.5697674418604651,49,"{""below_admission_profile_threshold"": 117}",high,,ok,large,29,0.536036036036036,119,0,912,4.0,4.0,4.0
1,7.5,,3.0,1.0,2.5,4.0,0.3333333333333333,4,8,2,0.5,1,balanced,40,0,0,deterministic_balanced,deterministic,"{""deterministic"": 2}",{},1,0,3,4,14,1.0,strong,4.0,4.0,4.0,1,0.0,0,"{""lower_confidence_than_accepted"": 1, ""no_contradiction"": 1}",low,,ok,small,7,0.16666666666666666,2,0,32,4.0,4.0,4.0
2,16.833333333333332,,2.772727272727273,1.0,2.5,4.0,0.4090909090909091,9,13,5,0.6,3,balanced,40,0,0,deterministic_balanced,deterministic,"{""deterministic"": 5}",{},1,2,3,4,27,1.0,strong,4.0,4.0,4.0,3,0.3333333333333333,1,"{""lower_confidence_than_accepted"": 3, ""no_contradiction"": 2}",low,,ok,small,17,0.2727272727272727,6,0,64,4.0,4.0,4.0
0,0.0,,2.875,1.0,2.5,4.0,0.375,3,5,2,1.0,2,balanced,40,0,0,deterministic_balanced,deterministic,"{""deterministic"": 2}",{},1,0,3,4,10,1.0,strong,4.0,4.0,4.0,1,1.0,1,"{""lower_confidence_than_accepted"": 2}",low,,ok,small,29,0.375,3,0,24,4.0,4.0,4.0
1,21.166666666666668,,2.8260869565217392,1.3333333333333333,2.5,4.0,0.391304347826087,9,14,3,0.6666666666666666,2,balanced,65,0,0,deterministic_balanced,deterministic,"{""deterministic"": 3}",{},2,0,5,7,26,1.0,strong,4.0,4.0,4.0,3,0.6666666666666666,2,"{""lower_confidence_than_accepted"": 2, ""no_contradiction"": 1}",low,,ok,medium,7,0.13043478260869565,3,0,58,4.0,4.0,4.0
1,16.5,,2.56,1.0,2.5,4.0,0.48,12,13,3,0.6666666666666666,2,balanced,65,0,0,deterministic_balanced,deterministic,"{""deterministic"": 3}",{},1,1,5,7,28,1.0,strong,4.0,4.0,4.0,1,1.0,1,"{""lower_confidence_than_accepted"": 2, ""no_contradiction"": 1}",low,,ok,medium,17,0.16,4,0,62,4.0,4.0,4.0
0,0.0,,3.357142857142857,1.0,2.5,4.0,0.21428571428571427,3,11,2,1.0,2,balanced,65,0,0,deterministic_balanced,deterministic,"{""deterministic"": 2}",{},1,0,5,7,16,1.0,strong,4.0,4.0,4.0,0,0.0,0,"{""lower_confidence_than_accepted"": 2}",low,,ok,medium,29,0.14285714285714285,2,0,36,4.0,4.0,4.0
4,16.5,,2.9285714285714284,1.0,2.5,4.0,0.35714285714285715,15,27,10,0.6,6,balanced,90,0,0,deterministic_balanced,deterministic,"{""deterministic"": 10}",{},1,0,8,12,52,1.0,strong,4.0,4.0,4.0,3,0.6666666666666666,2,"{""lower_confidence_than_accepted"": 6, ""no_contradiction"": 4}",low,,ok,large,7,0.3333333333333333,14,0,124,4.0,4.0,4.0
0,41.833333333333336,,3.3617021276595747,0.0,2.5,4.0,0.2127659574468085,10,37,4,1.0,4,balanced,90,0,0,deterministic_balanced,deterministic,"{""deterministic"": 4}",{},0,0,8,12,51,0.0,strong,4.0,4.0,4.0,0,0.0,0,"{""lower_confidence_than_accepted"": 4}",low,,ok,large,17,0.0,0,0,110,4.0,4.0,4.0
1,43.5,,3.375,1.0,2.5,4.0,0.20833333333333334,5,19,5,0.8,4,balanced,90,0,0,deterministic_balanced,deterministic,"{""deterministic"": 5}",{},1,0,8,12,29,1.0,strong,4.0,4.0,4.0,0,0.0,0,"{""lower_confidence_than_accepted"": 4, ""no_contradiction"": 1}",low,,ok,large,29,0.041666666666666664,1,0,68,4.0,4.0,4.0
9,8.195652173913043,,1.75,1.95,2.5,4.0,0.75,36,12,15,0.4,6,balanced,40,0,0,deterministic_balanced,deterministic,"{""deterministic"": 15}",{},5,1,3,4,63,4.0,strong,1.0,4.0,4.0,15,0.2,3,"{""lower_confidence_than_accepted"": 6, ""no_contradiction"": 9}",medium,,ok,small,7,0.4166666666666667,20,0,156,4.0,4.0,4.0
5,11.133333333333333,,2.1818181818181817,2.375,2.5,4.0,0.6060606060606061,20,13,9,0.4444444444444444,4,balanced,40,0,0,deterministic_balanced,deterministic,"{""deterministic"": 9}",{},4,2,3,4,42,4.0,strong,1.0,4.0,4.0,7,0.5714285714285714,4,"{""lower_confidence_than_accepted"": 2, ""no_contradiction"": 7}",medium,,ok,small,17,0.24242424242424243,8,0,102,4.0,4.0,4.0
7,10.5,,2.0,1.2941176470588236,2.5,4.0,0.6666666666666666,32,16,11,0.36363636363636365,4,balanced,40,0,0,deterministic_balanced,deterministic,"{""deterministic"": 11}",{},3,2,3,4,59,2.0,strong,1.0,4.0,4.0,7,0.2857142857142857,2,"{""lower_confidence_than_accepted"": 3, ""no_contradiction"": 8}",medium,,ok,small,29,0.3541666666666667,17,0,140,4.0,4.0,4.0
5,16.833333333333332,,2.369565217391304,1.3,2.5,4.0,0.5434782608695652,25,21,9,0.4444444444444444,4,balanced,65,0,0,deterministic_balanced,deterministic,"{""deterministic"": 9}",{},2,0,5,7,55,2.0,strong,1.0,4.0,4.0,7,0.7142857142857143,5,"{""lower_confidence_than_accepted"": 4, ""no_contradiction"": 5}",medium,,ok,medium,7,0.21739130434782608,10,0,128,4.0,4.0,4.0
10,18.026315789473685,,2.1538461538461537,2.066666666666667,2.5,4.0,0.6153846153846154,32,20,17,0.4117647058823529,7,balanced,65,0,0,deterministic_balanced,deterministic,"{""deterministic"": 17}",{},5,0,5,7,69,5.0,strong,1.0,4.0,4.0,14,0.6428571428571429,9,"{""lower_confidence_than_accepted"": 7, ""no_contradiction"": 10}",medium,,ok,medium,17,0.28846153846153844,15,0,172,4.0,4.0,4.0
9,18.863636363636363,,2.125,2.0,2.5,4.0,0.625,30,18,14,0.35714285714285715,5,balanced,65,0,0,deterministic_balanced,deterministic,"{""deterministic"": 14}",{},5,1,5,7,62,4.0,strong,1.0,4.0,4.0,9,0.7777777777777778,7,"{""lower_confidence_than_accepted"": 5, ""no_contradiction"": 9}",medium,,ok,medium,29,0.3125,15,0,152,4.0,4.0,4.0
30,18.884615384615383,,2.0636363636363635,1.8545454545454545,2.5,4.0,0.6454545454545455,71,39,40,0.25,10,balanced,90,0,0,deterministic_balanced,deterministic,"{""deterministic"": 40}",{},5,1,8,12,150,4.0,strong,1.0,4.0,4.0,30,0.7333333333333333,22,"{""lower_confidence_than_accepted"": 10, ""no_contradiction"": 30}",medium,,ok,large,7,0.5,55,0,380,4.0,4.0,4.0
21,32.89449541284404,,2.2972972972972974,2.5,2.5,4.0,0.5675675675675675,42,32,33,0.36363636363636365,12,balanced,90,0,0,deterministic_balanced,deterministic,"{""deterministic"": 33}",{},7,0,8,12,107,5.0,strong,1.0,4.0,4.0,19,0.7894736842105263,15,"{""lower_confidence_than_accepted"": 12, ""no_contradiction"": 21}",medium,,ok,large,17,0.4594594594594595,34,0,280,4.0,4.0,4.0
18,23.62121212121212,,2.3333333333333335,1.4411764705882353,2.5,4.0,0.5555555555555556,55,44,26,0.3076923076923077,8,balanced,90,0,0,deterministic_balanced,deterministic,"{""deterministic"": 26}",{},4,2,8,12,125,3.0,strong,1.0,4.0,4.0,12,0.75,9,"{""lower_confidence_than_accepted"": 8, ""no_contradiction"": 18}",medium,,ok,large,29,0.3434343434343434,34,0,302,4.0,4.0,4.0
8,9.982142857142858,,1.7826086956521738,2.3333333333333335,2.5,4.0,0.7391304347826086,34,12,27,0.7037037037037037,19,balanced,40,0,0,deterministic_balanced,deterministic,"{""deterministic"": 27}",{},7,3,3,4,73,4.0,strong,1.0,4.0,4.0,23,0.2608695652173913,6,"{""lower_confidence_than_accepted"": 18, ""no_contradiction"": 9}",high,,ok,small,7,0.32608695652173914,15,0,200,4.0,4.0,4.0
61,7.3283582089552235,,1.4191176470588236,2.689655172413793,2.5,4.0,0.8602941176470589,117,19,73,0.1643835616438356,12,balanced,40,0,0,deterministic_balanced,deterministic,"{""deterministic"": 73}",{},8,12,3,4,209,6.0,strong,1.0,4.0,4.0,69,0.2753623188405797,19,"{""lower_confidence_than_accepted"": 8, ""no_contradiction"": 65}",high,,ok,small,17,0.4264705882352941,58,0,564,4.0,4.0,4.0
40,8.598837209302326,,1.5901639344262295,2.4745762711864407,2.5,4.0,0.8032786885245902,98,24,56,0.2857142857142857,16,balanced,40,0,0,deterministic_balanced,deterministic,"{""deterministic"": 56}",{},11,7,3,4,178,5.0,strong,1.0,4.0,4.0,54,0.2222222222222222,12,"{""lower_confidence_than_accepted"": 14, ""no_contradiction"": 42}",high,,ok,small,29,0.48360655737704916,59,0,468,4.0,4.0,4.0
64,13.118421052631579,,1.4111675126903553,2.672268907563025,2.5,4.0,0.8629441624365483,170,27,86,0.2558139534883721,22,balanced,65,0,0,deterministic_balanced,deterministic,"{""deterministic"": 86}",{},12,7,5,7,283,11.0,strong,1.0,4.0,4.0,74,0.3108108108108108,23,"{""lower_confidence_than_accepted"": 16, ""no_contradiction"": 70}",high,,ok,medium,7,0.6040609137055838,119,0,738,4.0,4.0,4.0
79,13.20253164556962,,1.5294117647058822,2.8585858585858586,2.5,4.0,0.8235294117647058,140,30,90,0.12222222222222222,11,balanced,65,0,0,deterministic_balanced,deterministic,"{""deterministic"": 90}",{},9,5,5,7,260,7.0,strong,1.0,4.0,4.0,78,0.3974358974358974,31,"{""lower_confidence_than_accepted"": 11, ""no_contradiction"": 79}",high,,ok,medium,17,0.5823529411764706,99,0,700,4.0,4.0,4.0
41,15.159090909090908,,1.8695652173913044,2.46875,2.5,4.0,0.7101449275362319,49,20,49,0.16326530612244897,8,balanced,65,0,0,deterministic_balanced,deterministic,"{""deterministic"": 49}",{},6,1,5,7,118,5.0,strong,1.0,4.0,4.0,34,0.7352941176470589,25,"{""lower_confidence_than_accepted"": 8, ""no_contradiction"": 41}",high,,ok,medium,29,0.463768115942029,32,0,334,4.0,4.0,4.0
123,13.319723618090451,,1.5613496932515338,3.47196261682243,2.5,4.0,0.8128834355828221,265,61,160,0.23125,37,balanced,90,0,0,deterministic_balanced,deterministic,"{""deterministic"": 160}",{},20,14,8,12,486,8.0,strong,1.0,4.0,4.0,132,0.4090909090909091,54,"{""lower_confidence_than_accepted"": 32, ""no_contradiction"": 128}",high,,ok,large,7,0.656441717791411,214,0,1292,4.0,4.0,4.0
153,18.016817593790428,,1.6,2.970731707317073,2.5,4.0,0.8,252,63,170,0.1,17,balanced,90,0,0,deterministic_balanced,deterministic,"{""deterministic"": 170}",{},14,6,8,12,485,7.0,strong,1.0,4.0,4.0,135,0.4,54,"{""lower_confidence_than_accepted"": 15, ""no_contradiction"": 155}",high,,ok,large,17,0.6507936507936508,205,0,1310,4.0,4.0,4.0
102,16.793367346938776,,1.6486486486486487,3.2016806722689077,2.5,4.0,0.7837837837837838,174,48,117,0.1282051282051282,15,balanced,90,0,0,deterministic_balanced,deterministic,"{""deterministic"": 117}",{},18,3,8,12,339,7.0,strong,1.0,4.0,4.0,86,0.5697674418604651,49,"{""lower_confidence_than_accepted"": 14, ""no_contradiction"": 103}",high,,ok,large,29,0.536036036036036,119,0,912,4.0,4.0,4.0
1,7.5,,3.0,1.0,2.5,4.0,0.3333333333333333,4,8,2,0.5,1,permissive,40,0,0,deterministic_lenient,deterministic,"{""deterministic"": 2}",{},1,0,3,4,14,1.0,strong,4.0,4.0,4.0,1,0.0,0,"{""below_admission_profile_threshold"": 1, ""no_contradiction"": 1}",low,,ok,small,7,0.16666666666666666,2,0,32,4.0,4.0,4.0
2,16.833333333333332,,2.772727272727273,1.0,2.5,4.0,0.4090909090909091,9,13,5,0.6,3,permissive,40,0,0,deterministic_lenient,deterministic,"{""deterministic"": 5}",{},1,2,3,4,27,1.0,strong,4.0,4.0,4.0,3,0.3333333333333333,1,"{""below_admission_profile_threshold"": 3, ""no_contradiction"": 2}",low,,ok,small,17,0.2727272727272727,6,0,64,4.0,4.0,4.0
0,0.0,,2.875,1.0,2.5,4.0,0.375,3,5,2,1.0,2,permissive,40,0,0,deterministic_lenient,deterministic,"{""deterministic"": 2}",{},1,0,3,4,10,1.0,strong,4.0,4.0,4.0,1,1.0,1,"{""below_admission_profile_threshold"": 2}",low,,ok,small,29,0.375,3,0,24,4.0,4.0,4.0
1,21.166666666666668,,2.8260869565217392,1.3333333333333333,2.5,4.0,0.391304347826087,9,14,3,0.6666666666666666,2,permissive,65,0,0,deterministic_lenient,deterministic,"{""deterministic"": 3}",{},2,0,5,7,26,1.0,strong,4.0,4.0,4.0,3,0.6666666666666666,2,"{""below_admission_profile_threshold"": 2, ""no_contradiction"": 1}",low,,ok,medium,7,0.13043478260869565,3,0,58,4.0,4.0,4.0
1,16.5,,2.56,1.0,2.5,4.0,0.48,12,13,3,0.6666666666666666,2,permissive,65,0,0,deterministic_lenient,deterministic,"{""deterministic"": 3}",{},1,1,5,7,28,1.0,strong,4.0,4.0,4.0,1,1.0,1,"{""below_admission_profile_threshold"": 2, ""no_contradiction"": 1}",low,,ok,medium,17,0.16,4,0,62,4.0,4.0,4.0
0,0.0,,3.357142857142857,1.0,2.5,4.0,0.21428571428571427,3,11,2,1.0,2,permissive,65,0,0,deterministic_lenient,deterministic,"{""deterministic"": 2}",{},1,0,5,7,16,1.0,strong,4.0,4.0,4.0,0,0.0,0,"{""below_admission_profile_threshold"": 2}",low,,ok,medium,29,0.14285714285714285,2,0,36,4.0,4.0,4.0
4,16.5,,2.9285714285714284,1.0,2.5,4.0,0.35714285714285715,15,27,10,0.6,6,permissive,90,0,0,deterministic_lenient,deterministic,"{""deterministic"": 10}",{},1,0,8,12,52,1.0,strong,4.0,4.0,4.0,3,0.6666666666666666,2,"{""below_admission_profile_threshold"": 6, ""no_contradiction"": 4}",low,,ok,large,7,0.3333333333333333,14,0,124,4.0,4.0,4.0
0,41.833333333333336,,3.3617021276595747,0.0,2.5,4.0,0.2127659574468085,10,37,4,1.0,4,permissive,90,0,0,deterministic_lenient,deterministic,"{""deterministic"": 4}",{},0,0,8,12,51,0.0,strong,4.0,4.0,4.0,0,0.0,0,"{""below_admission_profile_threshold"": 4}",low,,ok,large,17,0.0,0,0,110,4.0,4.0,4.0
1,43.5,,3.375,1.0,2.5,4.0,0.20833333333333334,5,19,5,0.8,4,permissive,90,0,0,deterministic_lenient,deterministic,"{""deterministic"": 5}",{},1,0,8,12,29,1.0,strong,4.0,4.0,4.0,0,0.0,0,"{""below_admission_profile_threshold"": 4, ""no_contradiction"": 1}",low,,ok,large,29,0.041666666666666664,1,0,68,4.0,4.0,4.0
9,8.195652173913043,,1.75,1.95,2.5,4.0,0.75,36,12,15,0.4,6,permissive,40,0,0,deterministic_lenient,deterministic,"{""deterministic"": 15}",{},5,1,3,4,63,4.0,strong,1.0,4.0,4.0,15,0.2,3,"{""below_admission_profile_threshold"": 6, ""no_contradiction"": 9}",medium,,ok,small,7,0.4166666666666667,20,0,156,4.0,4.0,4.0
5,11.133333333333333,,2.1818181818181817,2.375,2.5,4.0,0.6060606060606061,20,13,9,0.4444444444444444,4,permissive,40,0,0,deterministic_lenient,deterministic,"{""deterministic"": 9}",{},4,2,3,4,42,4.0,strong,1.0,4.0,4.0,7,0.5714285714285714,4,"{""below_admission_profile_threshold"": 2, ""no_contradiction"": 7}",medium,,ok,small,17,0.24242424242424243,8,0,102,4.0,4.0,4.0
7,10.5,,2.0,1.2941176470588236,2.5,4.0,0.6666666666666666,32,16,11,0.36363636363636365,4,permissive,40,0,0,deterministic_lenient,deterministic,"{""deterministic"": 11}",{},3,2,3,4,59,2.0,strong,1.0,4.0,4.0,7,0.2857142857142857,2,"{""below_admission_profile_threshold"": 3, ""no_contradiction"": 8}",medium,,ok,small,29,0.3541666666666667,17,0,140,4.0,4.0,4.0
5,16.833333333333332,,2.369565217391304,1.3,2.5,4.0,0.5434782608695652,25,21,9,0.4444444444444444,4,permissive,65,0,0,deterministic_lenient,deterministic,"{""deterministic"": 9}",{},2,0,5,7,55,2.0,strong,1.0,4.0,4.0,7,0.7142857142857143,5,"{""below_admission_profile_threshold"": 4, ""no_contradiction"": 5}",medium,,ok,medium,7,0.21739130434782608,10,0,128,4.0,4.0,4.0
10,18.026315789473685,,2.1538461538461537,2.066666666666667,2.5,4.0,0.6153846153846154,32,20,17,0.4117647058823529,7,permissive,65,0,0,deterministic_lenient,deterministic,"{""deterministic"": 17}",{},5,0,5,7,69,5.0,strong,1.0,4.0,4.0,14,0.6428571428571429,9,"{""below_admission_profile_threshold"": 7, ""no_contradiction"": 10}",medium,,ok,medium,17,0.28846153846153844,15,0,172,4.0,4.0,4.0
